Status,Device ID,Location,Machine,Product,Category,Transaction,TransDate,Type,RCoil,RPrice,RQty,MCoil,MPrice,MQty,LineTotal,TransTotal,Prcd Date
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Wonderful Pistachios - Variety,Food,15408693534,7/20/2022,Credit,131,2,1,131,2,1,2,2,7/22/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Non Carbonated,15407331036,7/20/2022,Cash,146,3.5,1,146,3.5,1,3.5,3.5,7/22/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,15413367806,7/20/2022,Credit,137,2.5,1,137,2.5,1,2.5,2.5,7/22/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Snapple Tea - Raspberry,Non Carbonated,15408302853,7/20/2022,Cash,147,2.5,1,147,2.5,1,2.5,2.5,7/22/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Cheetos - Fleming Hot Crunchy,Food,15409947830,7/20/2022,Cash,122,1.5,1,122,1.5,1,1.5,1.5,7/22/2022
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Autumns Granola Bar - Cinnamon Almond,Food,15407992404,7/20/2022,Credit,136,2,1,136,2,1,2,2,7/22/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,SunChips Multigrain - Harvest Cheddar,Food,15409506747,7/20/2022,Credit,110,1.5,1,110,1.5,1,1.5,1.5,7/22/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,15408849899,7/20/2022,Cash,138,2.5,1,138,2.5,1,2.5,2.5,7/22/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,15408861832,7/20/2022,Cash,137,2.5,1,137,2.5,1,2.5,2.5,7/22/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,15408868275,7/20/2022,Cash,146,3,1,146,3,1,3,3,7/22/2022
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Wonderful Pistachios - Variety,Food,15410459158,7/20/2022,Cash,138,2,1,138,2,1,2,2,7/22/2022
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Wonderful Pistachios - Variety,Food,15410464010,7/20/2022,Cash,138,2,1,138,2,1,2,2,7/22/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Keto Bar - Creamy Peanut Butter Chocolate,Food,15409394680,7/20/2022,Cash,136,2,1,136,2,1,2,2,7/22/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Keto Bar - Creamy Peanut Butter Chocolate,Food,15409396492,7/20/2022,Cash,136,2,1,136,2,1,2,2,7/22/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,15407847199,7/20/2022,Cash,146,3,1,146,3,1,3,3,7/22/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,15410377046,7/20/2022,Cash,144,3,1,144,3,1,3,3,7/22/2022
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,RXBAR - Protein Bar - Peanut Butter,Food,15410468918,7/20/2022,Cash,131,2,1,131,2,1,2,2,7/22/2022
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,S. Pellegrino Essenza Mineral Water - Blood O,Carbonated,15408001824,7/20/2022,Cash,144,2.5,1,144,2.5,1,2.5,2.5,7/22/2022
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,SunChips Multigrain - Original,Food,15411677714,7/20/2022,Cash,111,1.5,1,111,1.5,1,1.5,1.5,7/22/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,15407683274,7/20/2022,Cash,142,1.5,1,142,1.5,1,1.5,1.5,7/22/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Goldfish Baked - Cheddar,Food,15411764505,7/20/2022,Cash,122,1.25,1,122,1.25,1,1.25,1.25,7/22/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Poland Springs Water,Water,15407713629,7/20/2022,Cash,144,1.5,1,144,1.5,1,1.5,1.5,7/22/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,BodyArmor  LYTE - Blueberry Pomegranate,Non Carbonated,15407408971,7/20/2022,Cash,143,2.75,1,143,2.75,1,2.75,2.75,7/22/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,15412827102,7/20/2022,Cash,146,3,1,146,3,1,3,3,7/22/2022
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,CheezIt - Original,Food,15411054331,7/20/2022,Cash,123,1.5,1,123,1.5,1,1.5,1.5,7/22/2022
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Goldfish Baked - Cheddar,Food,15412347921,7/20/2022,Credit,120,1.5,1,120,1.5,1,1.5,1.5,7/22/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,KitKat - Crisp Wafers,Food,15408438756,7/20/2022,Credit,138,2,1,138,2,1,2,2,7/22/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Poland Springs Water,Water,15413197627,7/20/2022,Cash,144,1.5,1,144,1.5,1,1.5,1.5,7/22/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Popchips Potato - Sea Salt,Food,15409336829,7/20/2022,Cash,111,1.5,1,111,1.5,1,1.5,1.5,7/22/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,15409340721,7/20/2022,Cash,142,1.5,1,142,1.5,1,1.5,1.5,7/22/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,CheezIt - White Cheddar,Food,15409343716,7/20/2022,Cash,123,1.5,1,123,1.5,1,1.5,1.5,7/22/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Doritos Cool Ranch,Food,15412624402,7/21/2022,Cash,120,1.5,1,120,1.5,1,1.5,1.5,7/22/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Blueberry,Food,15412866683,7/21/2022,Credit,132,1.5,1,132,1.5,1,1.5,1.5,7/22/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Blueberry,Food,15415124415,7/21/2022,Credit,132,1.5,1,132,1.5,1,1.5,1.5,7/23/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,15411011776,7/21/2022,Cash,137,2.5,1,137,2.5,1,2.5,2.5,7/22/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,15411013482,7/21/2022,Cash,138,2.5,1,138,2.5,1,2.5,2.5,7/22/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Cheetos - Crunchy,Food,15409886933,7/21/2022,Cash,124,1.5,1,124,1.5,1,1.5,1.5,7/22/2022
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Monster Energy Original,Carbonated,15411263816,7/21/2022,Credit,146,3,1,146,3,1,3,3,7/22/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,15413677852,7/21/2022,Credit,130,2,1,130,2,1,2,2,7/22/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Wonderful Pistachios - Variety,Food,15411701717,7/21/2022,Cash,131,2,1,131,2,1,2,2,7/22/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Non Carbonated,15414051230,7/21/2022,Credit,146,3.5,1,146,3.5,1,3.5,5,7/22/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Poland Springs Water,Water,15414051230,7/21/2022,Credit,144,1.5,1,144,1.5,1,1.5,5,7/22/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,15414053980,7/21/2022,Credit,142,1.5,1,142,1.5,1,1.5,1.5,7/22/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Wonderful Pistachios - Variety,Food,15414055564,7/21/2022,Credit,134,2,1,134,2,1,2,2,7/22/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,15417010605,7/21/2022,Cash,142,1.5,1,142,1.5,1,1.5,1.5,7/23/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Cheetos - Fleming Hot Crunchy,Food,15414475064,7/21/2022,Cash,114,2,1,114,2,1,2,2,7/23/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,CheezIt - White Cheddar,Food,15414501436,7/21/2022,Cash,123,1.5,1,123,1.5,1,1.5,1.5,7/23/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Iberia Coconut Water,Non Carbonated,15412483500,7/21/2022,Cash,140,2,1,140,2,1,2,2,7/22/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,SunChips Multigrain - Harvest Cheddar,Food,15411726751,7/21/2022,Credit,110,1.5,1,110,1.5,1,1.5,1.5,7/22/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,15414609602,7/21/2022,Cash,142,1.5,1,142,1.5,1,1.5,1.5,7/23/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,15412722488,7/21/2022,Credit,142,1.5,1,142,1.5,1,1.5,1.5,7/22/2022
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Monster Energy Original,Carbonated,15412958859,7/21/2022,Credit,146,3,1,146,3,1,3,3,7/22/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,KitKat - Crisp Wafers,Food,15411937939,7/21/2022,Credit,138,2,1,138,2,1,2,2,7/22/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,15412036816,7/21/2022,Cash,142,1.5,1,142,1.5,1,1.5,1.5,7/22/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,BodyArmor  LYTE - Blueberry Pomegranate,Non Carbonated,15413600366,7/21/2022,Credit,143,2.75,1,143,2.75,1,2.75,2.75,7/22/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Cheetos - Fleming Hot Crunchy,Food,15413409693,7/21/2022,Cash,114,2,1,114,2,1,2,2,7/22/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Cheetos - Fleming Hot Crunchy,Food,15413414182,7/21/2022,Cash,114,2,1,114,2,1,2,2,7/22/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Chesters Fries Flaming hot,Food,15413417400,7/21/2022,Cash,111,2,1,111,2,1,2,2,7/22/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Raspberry,Food,15413419281,7/21/2022,Cash,130,1.5,1,130,1.5,1,1.5,1.5,7/22/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Blueberry,Food,15413422460,7/21/2022,Cash,132,1.5,1,132,1.5,1,1.5,1.5,7/22/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Snapple Diet Tea - Peach Tea,Non Carbonated,15413601138,7/21/2022,Cash,145,2.5,1,145,2.5,1,2.5,2.5,7/22/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Popchips Potato - Sea Salt,Food,15413602324,7/21/2022,Cash,111,1.5,1,111,1.5,1,1.5,1.5,7/22/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Goldfish Baked - Cheddar,Food,15413604162,7/21/2022,Cash,122,1.25,1,122,1.25,1,1.25,1.25,7/22/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,BodyArmor LYTE - Strawberry Lemonade,Water,15413607221,7/21/2022,Credit,147,2.75,1,147,2.75,1,2.75,2.75,7/22/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Blueberry,Food,15414340762,7/21/2022,Cash,132,1.5,1,132,1.5,1,1.5,1.5,7/22/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Blueberry,Food,15413309770,7/21/2022,Cash,132,1.5,1,132,1.5,1,1.5,1.5,7/22/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,KitKat - Crisp Wafers,Food,15415345740,7/21/2022,Cash,138,2,1,138,2,1,2,2,7/23/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Pop Corners - White Cheddar,Food,15418143497,7/21/2022,Cash,113,1.5,1,113,1.5,1,1.5,1.5,7/23/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Pop Corners - White Cheddar,Food,15418146625,7/21/2022,Cash,113,1.5,1,113,1.5,1,1.5,1.5,7/23/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,15418150615,7/21/2022,Cash,142,1.5,1,142,1.5,1,1.5,1.5,7/23/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,BodyArmor LYTE - Strawberry Lemonade,Water,15415349561,7/21/2022,Cash,147,2.75,1,147,2.75,1,2.75,2.75,7/23/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Snapple Diet Tea - Peach Tea,Non Carbonated,15418153884,7/21/2022,Cash,145,2.5,1,145,2.5,1,2.5,2.5,7/23/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,CheezIt - Original,Food,15418157689,7/21/2022,Cash,121,1.5,1,121,1.5,1,1.5,1.5,7/23/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Pop Corners - White Cheddar,Food,15418159413,7/21/2022,Cash,113,1.5,1,113,1.5,1,1.5,1.5,7/23/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Raspberry,Food,15413310304,7/21/2022,Cash,130,1.5,1,130,1.5,1,1.5,1.5,7/22/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Raspberry,Food,15415993739,7/21/2022,Cash,130,1.5,1,130,1.5,1,1.5,1.5,7/23/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Pop Corners - White Cheddar,Food,15415478574,7/21/2022,Credit,113,1.5,1,113,1.5,1,1.5,1.5,7/23/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Chesters Fries Flaming hot,Food,15413310751,7/21/2022,Cash,113,1.5,1,113,1.5,1,1.5,1.5,7/22/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Chesters Fries Flaming hot,Food,15418876451,7/21/2022,Cash,113,1.5,1,113,1.5,1,1.5,1.5,7/23/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Starbucks Refresher - Real Coconut Water,Carbonated,15416424250,7/21/2022,Cash,148,3,1,148,3,1,3,3,7/23/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,KitKat - Crisp Wafers,Food,15414805540,7/21/2022,Cash,138,2,1,138,2,1,2,2,7/23/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Cheetos - Crunchy,Food,15419969454,7/21/2022,Cash,124,1.5,1,124,1.5,1,1.5,1.5,7/23/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Fritos - Original,Food,15420721421,7/22/2022,Cash,125,1.5,1,125,1.5,1,1.5,1.5,7/23/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Cheetos - Crunchy,Food,15420723140,7/22/2022,Cash,124,1.5,1,124,1.5,1,1.5,1.5,7/23/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Cheetos - Crunchy,Food,15417020630,7/22/2022,Cash,124,1.5,1,124,1.5,1,1.5,1.5,7/23/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Non Carbonated,15415522535,7/22/2022,Credit,146,3.5,1,146,3.5,1,3.5,3.5,7/23/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Snyder's of Hanover Pretzel Pieces - Honey Mu,Food,15422155237,7/22/2022,Credit,120,2.5,1,120,2.5,1,2.5,4,7/23/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,15422155237,7/22/2022,Credit,142,1.5,1,142,1.5,1,1.5,4,7/23/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Fritos - Original,Food,15415527407,7/22/2022,Cash,125,1.5,1,125,1.5,1,1.5,1.5,7/23/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Cheetos - Fleming Hot Crunchy,Food,15417022825,7/22/2022,Cash,122,1.5,1,122,1.5,1,1.5,1.5,7/23/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Pop Corners - Sweet & Salty Kettle,Food,15417019211,7/22/2022,Cash,112,1.5,1,112,1.5,1,1.5,1.5,7/23/2022
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,15416883768,7/22/2022,Credit,132,2,1,132,2,1,2,2,7/23/2022
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Spindrift - Sparkling Water - Pineapple,Carbonated,15416953472,7/22/2022,Cash,142,1.5,1,142,1.5,1,1.5,1.5,7/23/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,BodyArmor  LYTE - Blueberry Pomegranate,Non Carbonated,15418850346,7/22/2022,Credit,143,2.75,1,143,2.75,1,2.75,2.75,7/23/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Wonderful Pistachios - Variety,Food,15418851452,7/22/2022,Credit,131,2,1,131,2,1,2,2,7/23/2022
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Newtons Fig Bar,Food,15418884343,7/22/2022,Credit,130,1.5,1,130,1.5,1,1.5,3.5,7/23/2022
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,15418884343,7/22/2022,Credit,132,2,1,132,2,1,2,3.5,7/23/2022
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Snapple Tea - Lemon,Non Carbonated,15419164615,7/22/2022,Credit,147,2.5,1,147,2.5,1,2.5,2.5,7/23/2022
Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Coca Cola - Zero Sugar,Carbonated,15422656563,7/22/2022,Credit,141,1.5,1,141,1.5,1,1.5,1.5,7/23/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Raspberry,Food,15416060994,7/22/2022,Cash,130,1.5,1,130,1.5,1,1.5,1.5,7/23/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,15416062013,7/22/2022,Cash,137,2.5,1,137,2.5,1,2.5,2.5,7/23/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,KitKat - Crisp Wafers,Food,15416150086,7/22/2022,Credit,138,2,1,138,2,1,2,2,7/30/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,15417693344,7/22/2022,Cash,137,2.5,1,137,2.5,1,2.5,2.5,7/23/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,15419396897,7/22/2022,Cash,137,2.5,1,137,2.5,1,2.5,2.5,7/23/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Seapoint Farms Dry Roasted Edamame - Wasabi,Food,15416345422,7/22/2022,Credit,133,2.5,1,133,2.5,1,2.5,5.5,7/30/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,15416345422,7/22/2022,Credit,142,1.5,2,142,1.5,2,3,5.5,7/30/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,15416388004,7/22/2022,Credit,142,1.5,1,142,1.5,1,1.5,1.5,7/30/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Pop Corners - White Cheddar,Food,15423337614,7/22/2022,Cash,113,1.5,1,113,1.5,1,1.5,1.5,7/30/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,S. Pellegrino Sparkling Mineral Water,Water,15418092055,7/22/2022,Cash,144,2,1,144,2,1,2,2,7/30/2022
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Canada Dry - Ginger Ale & Lemonde,,15419772107,7/22/2022,Cash,140,1.5,1,140,1.5,1,1.5,1.5,7/23/2022
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Snapple Diet Tea - Peach Tea,Non Carbonated,15416503617,7/22/2022,Cash,143,2.5,1,143,2.5,1,2.5,2.5,7/23/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,S. Pellegrino Sparkling Mineral Water,Water,15419959211,7/22/2022,Credit,144,2,1,144,2,1,2,2,7/30/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,BodyArmor  LYTE - Blueberry Pomegranate,Non Carbonated,15423548874,7/22/2022,Cash,143,2.75,1,143,2.75,1,2.75,2.75,7/30/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Keto Bar - Creamy Peanut Butter Chocolate,Food,15420066197,7/22/2022,Cash,136,2,1,136,2,1,2,2,7/30/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Pop Corners - White Cheddar,Food,15423574208,7/22/2022,Cash,113,1.5,1,113,1.5,1,1.5,1.5,7/30/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Snapple Diet Tea - Peach Tea,Non Carbonated,15420102626,7/22/2022,Cash,145,2.5,1,145,2.5,1,2.5,2.5,7/30/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Pop Corners - White Cheddar,Food,15423582686,7/22/2022,Cash,113,1.5,1,113,1.5,1,1.5,1.5,7/30/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,SunChips Multigrain - Harvest Cheddar,Food,15416702966,7/22/2022,Credit,110,1.5,1,110,1.5,1,1.5,1.5,7/30/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,15423893371,7/22/2022,Credit,142,1.5,1,142,1.5,1,1.5,1.5,7/30/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Pop Corners - Sweet & Salty Kettle,Food,15423894251,7/22/2022,Credit,112,1.5,1,112,1.5,1,1.5,1.5,7/30/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Starbucks Refresher - Real Coconut Water,Carbonated,15418651036,7/22/2022,Credit,148,3,1,148,3,1,3,3,7/30/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,15423894842,7/22/2022,Credit,142,1.5,1,142,1.5,1,1.5,1.5,7/30/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,CheezIt - Original,Food,15423895482,7/22/2022,Cash,121,1.5,1,121,1.5,1,1.5,1.5,7/30/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Goldfish Baked - Cheddar,Food,15420744304,7/22/2022,Cash,122,1.25,1,122,1.25,1,1.25,1.25,7/30/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,15423896068,7/22/2022,Cash,142,1.5,1,142,1.5,1,1.5,1.5,7/30/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,KitKat - Crisp Wafers,Food,15420745656,7/22/2022,Cash,138,2,1,138,2,1,2,2,7/30/2022
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Snapple Diet Tea - Peach Tea,Non Carbonated,15416873684,7/22/2022,Credit,143,2.5,1,143,2.5,1,2.5,2.5,7/23/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,BodyArmor LYTE - Strawberry Lemonade,Water,15423896374,7/22/2022,Credit,147,2.75,1,147,2.75,1,2.75,2.75,7/30/2022
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,SunChips Multigrain - Original,Food,15423967555,7/22/2022,Cash,111,1.5,1,111,1.5,1,1.5,1.5,7/23/2022
Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Snapple Diet Tea - Peach Tea,Non Carbonated,15417411876,7/22/2022,Cash,143,2.5,1,143,2.5,1,2.5,2.5,7/23/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Doritos Famin Hot Nacho,Food,15421064931,7/22/2022,Cash,113,1.5,1,113,1.5,1,1.5,1.5,7/23/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,15421087864,7/22/2022,Cash,142,1.5,1,142,1.5,1,1.5,1.5,7/23/2022
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Poland Springs Water,Water,15421360637,7/22/2022,Cash,143,2,1,143,2,1,2,2,7/23/2022
Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Canada Dry - Ginger Ale & Lemonde,,15419019148,7/22/2022,Cash,140,1.5,1,140,1.5,1,1.5,1.5,7/23/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,15421444832,7/22/2022,Cash,141,1.5,1,141,1.5,1,1.5,1.5,7/23/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,15421996499,7/22/2022,Cash,141,1.5,1,141,1.5,1,1.5,1.5,7/23/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,15418477612,7/22/2022,Cash,142,1.5,1,142,1.5,1,1.5,1.5,7/23/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Funyuns - Flaming Hot,Food,15419406922,7/23/2022,Cash,112,2,1,112,2,1,2,2,7/23/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Funyuns - Flaming Hot,Food,15422090718,7/23/2022,Cash,112,2,1,112,2,1,2,2,7/23/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Funyuns - Flaming Hot,Food,15419408648,7/23/2022,Cash,112,2,1,112,2,1,2,2,7/23/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,15419054187,7/23/2022,Cash,144,3,1,144,3,1,3,3,7/23/2022
Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Coca Cola - Regular,Carbonated,15419074927,7/23/2022,Cash,141,1.5,1,141,1.5,1,1.5,1.5,7/23/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Iberia Coconut Water,Non Carbonated,15420904892,7/23/2022,Cash,140,2,1,140,2,1,2,2,7/30/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Snapple Diet Tea - Peach Tea,Non Carbonated,15420921873,7/23/2022,Credit,145,2.5,1,145,2.5,1,2.5,2.5,7/30/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,15421022268,7/23/2022,Cash,142,1.5,1,142,1.5,1,1.5,1.5,7/30/2022
Processed,VJ300320692,EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,15421263247,7/23/2022,Cash,142,1.5,1,142,1.5,1,1.5,1.5,7/30/2022
